"FullName","Timestamp","KB"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source10.vcxproj.filters","2025-11-16 03:39:45.039","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source100.vcxproj.filters","2025-11-16 03:39:46.523","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source101.vcxproj.filters","2025-11-16 03:39:46.560","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source102.vcxproj.filters","2025-11-16 03:39:46.582","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source103.vcxproj.filters","2025-11-16 03:39:46.602","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source104.vcxproj.filters","2025-11-16 03:39:46.623","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source105.vcxproj.filters","2025-11-16 03:39:46.641","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source106.vcxproj.filters","2025-11-16 03:39:46.720","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source107.vcxproj.filters","2025-11-16 03:39:46.868","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source108.vcxproj.filters","2025-11-16 03:39:46.907","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source109.vcxproj.filters","2025-11-16 03:39:47.112","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source110.vcxproj.filters","2025-11-16 03:39:47.194","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source111.vcxproj.filters","2025-11-16 03:39:47.206","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source112.vcxproj.filters","2025-11-16 03:39:47.236","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source113.vcxproj.filters","2025-11-16 03:39:47.252","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source114.vcxproj.filters","2025-11-16 03:39:47.267","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source115.vcxproj.filters","2025-11-16 03:39:47.695","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source116.vcxproj.filters","2025-11-16 03:39:47.731","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source117.vcxproj.filters","2025-11-16 03:39:48.244","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source118.vcxproj.filters","2025-11-16 03:39:48.260","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source119.vcxproj.filters","2025-11-16 03:39:48.698","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source120.vcxproj.filters","2025-11-16 03:39:48.802","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source121.vcxproj.filters","2025-11-16 03:39:49.029","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source122.vcxproj.filters","2025-11-16 03:39:49.087","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source123.vcxproj.filters","2025-11-16 03:39:49.161","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source124.vcxproj.filters","2025-11-16 03:39:49.190","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source125.vcxproj.filters","2025-11-16 03:39:49.206","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source126.vcxproj.filters","2025-11-16 03:39:49.222","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source127.vcxproj.filters","2025-11-16 03:39:49.238","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source128.vcxproj.filters","2025-11-16 03:39:49.253","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source129.vcxproj.filters","2025-11-16 03:39:49.269","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source13.vcxproj.filters","2025-11-16 03:39:45.051","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source130.vcxproj.filters","2025-11-16 03:39:49.284","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source131.vcxproj.filters","2025-11-16 03:39:49.299","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source132.vcxproj.filters","2025-11-16 03:39:49.313","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source133.vcxproj.filters","2025-11-16 03:39:49.326","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source135.vcxproj.filters","2025-11-16 03:39:49.426","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source136.vcxproj.filters","2025-11-16 03:39:49.439","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source137.vcxproj.filters","2025-11-16 03:39:49.452","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source138.vcxproj.filters","2025-11-16 03:39:49.587","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source139.vcxproj.filters","2025-11-16 03:39:49.623","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source14.vcxproj.filters","2025-11-16 03:39:45.062","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source140.vcxproj.filters","2025-11-16 03:39:49.656","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source141.vcxproj.filters","2025-11-16 03:39:49.682","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source142.vcxproj.filters","2025-11-16 03:39:49.732","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source143.vcxproj.filters","2025-11-16 03:39:49.764","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source144.vcxproj.filters","2025-11-16 03:39:49.794","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source145.vcxproj.filters","2025-11-16 03:39:49.854","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source146.vcxproj.filters","2025-11-16 03:39:49.879","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source147.vcxproj.filters","2025-11-16 03:39:49.918","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source148.vcxproj.filters","2025-11-16 03:39:49.942","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source149.vcxproj.filters","2025-11-16 03:39:49.955","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source15.vcxproj.filters","2025-11-16 03:39:45.074","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source150.vcxproj.filters","2025-11-16 03:39:49.969","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source151.vcxproj.filters","2025-11-16 03:39:49.985","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source152.vcxproj.filters","2025-11-16 03:39:50.012","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source153.vcxproj.filters","2025-11-16 03:39:50.028","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source154.vcxproj.filters","2025-11-16 03:39:50.215","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source155.vcxproj.filters","2025-11-16 03:39:50.252","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source156.vcxproj.filters","2025-11-16 03:39:50.310","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source157.vcxproj.filters","2025-11-16 03:39:50.322","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source158.vcxproj.filters","2025-11-16 03:39:50.334","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source159.vcxproj.filters","2025-11-16 03:39:50.347","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source16.vcxproj.filters","2025-11-16 03:39:45.084","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source160.vcxproj.filters","2025-11-16 03:39:50.370","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source161.vcxproj.filters","2025-11-16 03:39:50.390","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source162.vcxproj.filters","2025-11-16 03:39:50.404","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source17.vcxproj.filters","2025-11-16 03:39:45.098","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source18.vcxproj.filters","2025-11-16 03:39:45.110","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source19.vcxproj.filters","2025-11-16 03:39:45.119","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source2.vcxproj.filters","2025-11-16 03:39:44.966","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source20.vcxproj.filters","2025-11-16 03:39:45.132","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source21.vcxproj.filters","2025-11-16 03:39:45.143","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source22.vcxproj.filters","2025-11-16 03:39:45.157","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source23.vcxproj.filters","2025-11-16 03:39:45.170","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source24.vcxproj.filters","2025-11-16 03:39:45.180","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source25.vcxproj.filters","2025-11-16 03:39:45.196","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source26.vcxproj.filters","2025-11-16 03:39:45.210","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source27.vcxproj.filters","2025-11-16 03:39:45.225","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source28.vcxproj.filters","2025-11-16 03:39:45.237","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source29.vcxproj.filters","2025-11-16 03:39:45.249","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source30.vcxproj.filters","2025-11-16 03:39:45.262","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source31.vcxproj.filters","2025-11-16 03:39:45.277","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source32.vcxproj.filters","2025-11-16 03:39:45.288","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source33.vcxproj.filters","2025-11-16 03:39:45.300","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source34.vcxproj.filters","2025-11-16 03:39:45.312","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source35.vcxproj.filters","2025-11-16 03:39:45.324","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source36.vcxproj.filters","2025-11-16 03:39:45.335","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source37.vcxproj.filters","2025-11-16 03:39:45.348","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source38.vcxproj.filters","2025-11-16 03:39:45.362","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source39.vcxproj.filters","2025-11-16 03:39:45.373","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source4.vcxproj.filters","2025-11-16 03:39:44.979","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source40.vcxproj.filters","2025-11-16 03:39:45.386","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source41.vcxproj.filters","2025-11-16 03:39:45.543","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source42.vcxproj.filters","2025-11-16 03:39:45.554","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source43.vcxproj.filters","2025-11-16 03:39:45.567","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source44.vcxproj.filters","2025-11-16 03:39:45.578","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source45.vcxproj.filters","2025-11-16 03:39:45.591","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source46.vcxproj.filters","2025-11-16 03:39:45.602","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source47.vcxproj.filters","2025-11-16 03:39:45.613","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source48-5.vcxproj.filters","2025-11-16 03:39:45.700","0.62"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source48.vcxproj.filters","2025-11-16 03:39:45.626","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source49.vcxproj.filters","2025-11-16 03:39:45.716","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source5.vcxproj.filters","2025-11-16 03:39:44.992","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source50.vcxproj.filters","2025-11-16 03:39:45.729","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source52.vcxproj.filters","2025-11-16 03:39:45.742","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source54.vcxproj.filters","2025-11-16 03:39:45.756","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source56.vcxproj.filters","2025-11-16 03:39:45.768","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source57.vcxproj.filters","2025-11-16 03:39:45.780","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\Source6.vcxproj.filters","2025-11-16 03:39:45.003","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source60.vcxproj.filters","2025-11-16 03:39:45.793","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source64.vcxproj.filters","2025-11-16 03:39:45.803","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source65.vcxproj.filters","2025-11-16 03:39:45.815","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source66.vcxproj.filters","2025-11-16 03:39:45.827","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source67.vcxproj.filters","2025-11-16 03:39:45.836","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source68.vcxproj.filters","2025-11-16 03:39:45.849","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source69.vcxproj.filters","2025-11-16 03:39:45.863","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source7.vcxproj.filters","2025-11-16 03:39:45.014","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source70.vcxproj.filters","2025-11-16 03:39:45.878","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source71.vcxproj.filters","2025-11-16 03:39:45.893","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source72.vcxproj.filters","2025-11-16 03:39:45.911","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source73.vcxproj.filters","2025-11-16 03:39:45.925","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source74.vcxproj.filters","2025-11-16 03:39:45.938","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source76.vcxproj.filters","2025-11-16 03:39:45.950","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source77.vcxproj.filters","2025-11-16 03:39:45.966","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source78.vcxproj.filters","2025-11-16 03:39:45.983","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source79.vcxproj.filters","2025-11-16 03:39:46.013","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source80.vcxproj.filters","2025-11-16 03:39:46.061","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source81.vcxproj.filters","2025-11-16 03:39:46.082","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source82.vcxproj.filters","2025-11-16 03:39:46.104","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source83.vcxproj.filters","2025-11-16 03:39:46.125","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source84.vcxproj.filters","2025-11-16 03:39:46.148","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source85.vcxproj.filters","2025-11-16 03:39:46.173","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source86.vcxproj.filters","2025-11-16 03:39:46.189","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source87.vcxproj.filters","2025-11-16 03:39:46.212","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source88.vcxproj.filters","2025-11-16 03:39:46.236","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source89.vcxproj.filters","2025-11-16 03:39:46.263","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source9.vcxproj.filters","2025-11-16 03:39:45.026","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source90.vcxproj.filters","2025-11-16 03:39:46.282","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source91.vcxproj.filters","2025-11-16 03:39:46.306","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source92.vcxproj.filters","2025-11-16 03:39:46.332","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source93.vcxproj.filters","2025-11-16 03:39:46.363","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source94.vcxproj.filters","2025-11-16 03:39:46.391","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source95.vcxproj.filters","2025-11-16 03:39:46.410","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source96.vcxproj.filters","2025-11-16 03:39:46.424","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source97.vcxproj.filters","2025-11-16 03:39:46.443","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\source98.vcxproj.filters","2025-11-16 03:39:46.459","0.61"
"C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\StarMagic_UQFF.sln","2025-11-16 03:39:51.420","160.89"
